province_isocode;region_isocode;cashless_id;date_id;transactions_value;transactions_volume
SS;SM;SCLR;12;3316.686;13264
SS;SM;SCLR;13;2628.902;12014
SS;SM;SCLR;14;2444.367;10941
SS;SM;SCLR;15;2903.293;12889
SS;SM;SCLR;16;2858.076;13078
SS;SM;SCLR;17;2410.356;13285
SS;SM;SCLR;18;2845.024;12471
SS;SM;SCLR;19;2592.088;12240
SS;SM;SCLR;20;2748.368;12977
SS;SM;SCLR;21;2915.454;12853
SS;SM;SCLR;22;2820.427;13765
SS;SM;SCLR;23;3087.553;14676
SS;SM;SCLR;24;3614.653;15504
SS;SM;SCLR;25;2584.477;16759
SS;SM;SCLR;26;2187.131;14888
SS;SM;SCLR;27;2965.440;18126
SS;SM;SCLR;28;2901.601;16283
SS;SM;SCLR;29;2135.108;17051
SS;SM;SCLR;30;2697.333;16817
SS;SM;SCLR;31;2317.834;17025
SS;SM;SCLR;32;2460.412;18114
SS;SM;SCLR;33;2476.850;17562
SS;SM;SCLR;34;2434.595;18130
SS;SM;SCLR;35;2659.007;18325
SS;SM;SCLR;36;3150.061;19756
SS;SM;RTGS;1;16762.205;231690
SS;SM;RTGS;2;10494.495;234754
SS;SM;RTGS;3;11453.185;271488
SS;SM;RTGS;4;16673.872;241570
SS;SM;RTGS;5;15250.383;210165
SS;SM;RTGS;6;14529.304;298577
SS;SM;RTGS;7;20638.787;315929
SS;SM;RTGS;8;15595.144;293389
SS;SM;RTGS;9;21287.168;324996
SS;SM;RTGS;10;19477.439;287793
SS;SM;RTGS;11;16794.498;338871
SS;SM;RTGS;12;21461.944;357897
SS;SM;RTGS;13;17377.941;306765
SS;SM;RTGS;14;18357.307;289262
SS;SM;RTGS;15;20362.254;346760
SS;SM;RTGS;16;21063.893;340420
SS;SM;RTGS;17;18085.817;297344
SS;SM;RTGS;18;16312.532;334976
SS;SM;RTGS;19;19303.213;311834
SS;SM;RTGS;20;15598.998;331051
SS;SM;RTGS;21;18537.068;351461
SS;SM;RTGS;22;16650.868;340262
SS;SM;RTGS;23;19066.543;359906
SS;SM;RTGS;24;21454.977;415944
SS;SM;RTGS;25;15824.283;330789
SS;SM;RTGS;26;13467.536;288765
SS;SM;RTGS;27;22082.207;385509
SS;SM;RTGS;28;23072.985;370372
SS;SM;RTGS;29;20665.746;284449
SS;SM;RTGS;30;26819.210;369256
SS;SM;RTGS;31;19518.274;368485
SS;SM;RTGS;32;19957.581;391976
SS;SM;RTGS;33;17388.127;390697
SS;SM;RTGS;34;18144.773;371043
SS;SM;RTGS;35;22157.131;388168
SS;SM;RTGS;36;18872.202;421907
BE;SM;DBTC;1;2147.146;770271
BE;SM;DBTC;2;1968.318;717755
BE;SM;DBTC;3;2041.739;708121
BE;SM;DBTC;4;1850.775;666979
BE;SM;DBTC;5;2226.968;730881
BE;SM;DBTC;6;1626.151;550629
BE;SM;DBTC;7;2236.551;767496
BE;SM;DBTC;8;2338.722;806942
BE;SM;DBTC;9;2166.386;806096
BE;SM;DBTC;10;2324.033;927894
BE;SM;DBTC;11;2251.552;827112
BE;SM;DBTC;12;2551.147;905252
BE;SM;DBTC;13;2370.323;849935
BE;SM;DBTC;14;2106.769;695651
BE;SM;DBTC;15;2469.585;899300
BE;SM;DBTC;16;2134.850;842811
BE;SM;DBTC;17;2644.442;867721
BE;SM;DBTC;18;2559.080;874938
BE;SM;DBTC;19;2566.589;878451
BE;SM;DBTC;20;2280.075;820737
BE;SM;DBTC;21;2401.583;630037
BE;SM;DBTC;22;2818.485;652581
BE;SM;DBTC;23;2568.497;709218
BE;SM;DBTC;24;4408.936;733447
BE;SM;DBTC;25;5317.945;1721246
BE;SM;DBTC;26;3191.264;1584850
BE;SM;DBTC;27;3640.536;1780731
BE;SM;DBTC;28;5186.818;1820186
BE;SM;DBTC;29;3202.863;1686859
BE;SM;DBTC;30;3356.604;1695646
BE;SM;DBTC;31;3937.247;2182826
BE;SM;DBTC;32;3715.248;2014660
BE;SM;DBTC;33;3249.290;2052715
BE;SM;DBTC;34;3239.165;2068959
BE;SM;DBTC;35;3218.470;2166824
BE;SM;DBTC;36;3537.579;2386871
BE;SM;CRDC;1;11.387;6422
BE;SM;CRDC;2;10.876;6127
BE;SM;CRDC;3;11.020;11384
BE;SM;CRDC;4;7.635;9413
BE;SM;CRDC;5;12.550;4492
BE;SM;CRDC;6;14.260;4565
BE;SM;CRDC;7;15.066;4882
BE;SM;CRDC;8;15.929;5042
BE;SM;CRDC;9;17.150;5053
BE;SM;CRDC;10;17.491;6382
BE;SM;CRDC;11;19.738;6775
BE;SM;CRDC;12;20.837;6596
BE;SM;CRDC;13;18.226;5920
BE;SM;CRDC;14;14.635;4619
BE;SM;CRDC;15;21.433;5466
BE;SM;CRDC;16;20.329;6286
BE;SM;CRDC;17;20.829;7873
BE;SM;CRDC;18;55.614;5785
BE;SM;CRDC;19;61.162;6787
BE;SM;CRDC;20;108.180;6563
BE;SM;CRDC;21;8.362;6684
BE;SM;CRDC;22;8.720;7140
BE;SM;CRDC;23;9.501;7590
BE;SM;CRDC;24;10.409;7982
BE;SM;CRDC;25;13.057;8774
BE;SM;CRDC;26;9.643;7792
BE;SM;CRDC;27;7.957;7457
BE;SM;CRDC;28;12.792;7895
BE;SM;CRDC;29;12.795;8319
BE;SM;CRDC;30;13.893;8464
BE;SM;CRDC;31;14.418;8295
BE;SM;CRDC;32;14.234;8850
BE;SM;CRDC;33;15.325;8245
BE;SM;CRDC;34;12.755;8996
BE;SM;CRDC;35;17.126;9022
BE;SM;CRDC;36;13.496;8365
BE;SM;SCLR;1;446.498;6
BE;SM;SCLR;2;401.174;6
BE;SM;SCLR;3;416.179;11
BE;SM;SCLR;4;361.797;9
BE;SM;SCLR;5;307.627;4
BE;SM;SCLR;6;374.263;5
BE;SM;SCLR;7;412.672;5
BE;SM;SCLR;8;383.492;5
BE;SM;SCLR;9;435.641;5
BE;SM;SCLR;10;387.185;6
BE;SM;SCLR;11;435.231;7
BE;SM;SCLR;12;461.610;7
BE;SM;SCLR;13;391.842;6
BE;SM;SCLR;14;377.193;5
BE;SM;SCLR;15;471.633;5
BE;SM;SCLR;16;446.307;6
BE;SM;SCLR;17;366.345;8
BE;SM;SCLR;18;445.713;6
BE;SM;SCLR;19;398.975;7
BE;SM;SCLR;20;431.925;7
BE;SM;SCLR;21;451.551;7
BE;SM;SCLR;22;416.378;7
BE;SM;SCLR;23;472.818;8
BE;SM;SCLR;24;563.377;8
BE;SM;SCLR;25;413.549;9
BE;SM;SCLR;26;353.275;8
BE;SM;SCLR;27;473.974;7
BE;SM;SCLR;28;428.582;8
BE;SM;SCLR;29;305.861;8
BE;SM;SCLR;30;366.596;8
BE;SM;SCLR;31;299.492;8
BE;SM;SCLR;32;325.366;9
BE;SM;SCLR;33;289.647;8
BE;SM;SCLR;34;298.359;9
BE;SM;SCLR;35;298.176;9
BE;SM;SCLR;36;346.928;8
BE;SM;RTGS;1;3622.350;275
BE;SM;RTGS;2;3040.167;272
BE;SM;RTGS;3;3491.158;336
BE;SM;RTGS;4;2984.922;411
BE;SM;RTGS;5;2614.574;361
BE;SM;RTGS;6;2313.837;322
BE;SM;RTGS;7;2437.861;326
BE;SM;RTGS;8;3021.228;304
BE;SM;RTGS;9;535.129;366
BE;SM;RTGS;10;495.855;378
BE;SM;RTGS;11;964.360;432
BE;SM;RTGS;12;723.623;472
BE;SM;RTGS;13;509.787;275
BE;SM;RTGS;14;730.031;355
BE;SM;RTGS;15;999.630;518
BE;SM;RTGS;16;1078.134;560
BE;SM;RTGS;17;1057.469;371
BE;SM;RTGS;18;813.639;490
BE;SM;RTGS;19;627.566;529
BE;SM;RTGS;20;856.962;474
BE;SM;RTGS;21;673.341;514
BE;SM;RTGS;22;650.083;525
BE;SM;RTGS;23;750.120;595
BE;SM;RTGS;24;1204.816;551
BE;SM;RTGS;25;747.125;480
BE;SM;RTGS;26;729.353;466
BE;SM;RTGS;27;850.819;595
BE;SM;RTGS;28;1204.606;630
BE;SM;RTGS;29;2589.412;481
BE;SM;RTGS;30;3875.334;601
BE;SM;RTGS;31;2406.493;507
BE;SM;RTGS;32;2618.624;526
BE;SM;RTGS;33;2126.680;493
BE;SM;RTGS;34;3593.171;498
BE;SM;RTGS;35;1784.351;517
BE;SM;RTGS;36;651.543;613
JA;SM;DBTC;1;4797.838;4264762
JA;SM;DBTC;2;4674.479;4169053
JA;SM;DBTC;3;4705.415;4204039
JA;SM;DBTC;4;4189.248;3943514
JA;SM;DBTC;5;4731.260;4361158
JA;SM;DBTC;6;3659.235;3537106
JA;SM;DBTC;7;4923.572;4623931
JA;SM;DBTC;8;5128.559;4758707
JA;SM;DBTC;9;5023.805;4888671
JA;SM;DBTC;10;5536.762;5261591
JA;SM;DBTC;11;5055.331;5029355
JA;SM;DBTC;12;5628.286;5537912
JA;SM;DBTC;13;5120.435;5045273
JA;SM;DBTC;14;4797.799;4497477
JA;SM;DBTC;15;5516.495;5133337
JA;SM;DBTC;16;5553.913;5130236
JA;SM;DBTC;17;5725.291;5096302
JA;SM;DBTC;18;5712.261;5203084
JA;SM;DBTC;19;5668.582;5758481
JA;SM;DBTC;20;5140.842;5596543
JA;SM;DBTC;21;5534.484;5586609
JA;SM;DBTC;22;5373.195;4313576
JA;SM;DBTC;23;5621.860;4789119
JA;SM;DBTC;24;6055.515;5106881
JA;SM;DBTC;25;7324.298;5729485
JA;SM;DBTC;26;7055.903;5284903
JA;SM;DBTC;27;7971.969;5879137
JA;SM;DBTC;28;8587.182;6040394
JA;SM;DBTC;29;6700.447;5237286
JA;SM;DBTC;30;7086.393;5250738
JA;SM;DBTC;31;8230.577;6169425
JA;SM;DBTC;32;8029.096;6049739
JA;SM;DBTC;33;6954.195;5391308
JA;SM;DBTC;34;6942.702;5482205
JA;SM;DBTC;35;6858.780;5336073
JA;SM;DBTC;36;7464.157;5763176
JA;SM;CRDC;1;6.226;56013
JA;SM;CRDC;2;5.805;46708
JA;SM;CRDC;3;13.357;47983
JA;SM;CRDC;4;11.265;36667
JA;SM;CRDC;5;3.452;35253
JA;SM;CRDC;6;4.144;39282
JA;SM;CRDC;7;4.178;39640
JA;SM;CRDC;8;3.939;39731
JA;SM;CRDC;9;4.475;36500
JA;SM;CRDC;10;4.557;36769
JA;SM;CRDC;11;5.067;40746
JA;SM;CRDC;12;4.834;41023
JA;SM;CRDC;13;4.366;37274
JA;SM;CRDC;14;3.828;87280
JA;SM;CRDC;15;4.459;79139
JA;SM;CRDC;16;5.062;135140
JA;SM;CRDC;17;5.470;37873
JA;SM;CRDC;18;4.563;37996
JA;SM;CRDC;19;5.167;38060
JA;SM;CRDC;20;5.362;36890
JA;SM;CRDC;21;4.924;39323
JA;SM;CRDC;22;5.134;42031
JA;SM;CRDC;23;5.595;44712
JA;SM;CRDC;24;6.131;47087
JA;SM;CRDC;25;8.026;46985
JA;SM;CRDC;26;6.285;38606
JA;SM;CRDC;27;6.558;38840
JA;SM;CRDC;28;7.349;43101
JA;SM;CRDC;29;7.063;45734
JA;SM;CRDC;30;7.939;45265
JA;SM;CRDC;31;7.350;47444
JA;SM;CRDC;32;7.586;47951
JA;SM;CRDC;33;8.126;45839
JA;SM;CRDC;34;7.315;47485
JA;SM;CRDC;35;8.260;49424
JA;SM;CRDC;36;7.198;47192
JA;SM;SCLR;1;1231.119;56
JA;SM;SCLR;2;1018.098;47
JA;SM;SCLR;3;1109.913;48
JA;SM;SCLR;4;1093.929;37
JA;SM;SCLR;5;980.092;35
JA;SM;SCLR;6;1148.028;39
JA;SM;SCLR;7;1160.843;40
JA;SM;SCLR;8;1092.147;40
JA;SM;SCLR;9;1397.222;37
JA;SM;SCLR;10;1236.423;37
JA;SM;SCLR;11;1431.408;41
JA;SM;SCLR;12;1431.087;41
JA;SM;SCLR;13;1230.099;37
JA;SM;SCLR;14;1090.967;87
JA;SM;SCLR;15;1411.259;79
JA;SM;SCLR;16;1353.704;135
JA;SM;SCLR;17;1216.394;38
JA;SM;SCLR;18;1446.893;38
JA;SM;SCLR;19;1352.526;38
JA;SM;SCLR;20;1462.557;37
JA;SM;SCLR;21;1513.613;39
JA;SM;SCLR;22;1465.313;42
JA;SM;SCLR;23;1594.122;45
JA;SM;SCLR;24;1818.166;47
JA;SM;SCLR;25;1447.181;47
JA;SM;SCLR;26;1163.136;39
JA;SM;SCLR;27;1607.830;39
JA;SM;SCLR;28;1540.261;43
JA;SM;SCLR;29;1110.767;46
JA;SM;SCLR;30;1324.628;45
JA;SM;SCLR;31;1195.521;47
JA;SM;SCLR;32;1344.295;48
JA;SM;SCLR;33;1253.201;46
JA;SM;SCLR;34;1218.016;47
JA;SM;SCLR;35;1305.994;49
JA;SM;SCLR;36;1473.447;47
JA;SM;RTGS;1;18903.984;3377
JA;SM;RTGS;2;8713.233;2571
JA;SM;RTGS;3;12200.569;3171
JA;SM;RTGS;4;10674.486;4199
JA;SM;RTGS;5;8176.498;3338
JA;SM;RTGS;6;9950.455;4050
JA;SM;RTGS;7;9221.213;4325
JA;SM;RTGS;8;9578.676;4085
JA;SM;RTGS;9;7756.109;4845
JA;SM;RTGS;10;7921.330;4538
JA;SM;RTGS;11;9679.843;5153
JA;SM;RTGS;12;10423.772;5831
JA;SM;RTGS;13;7590.688;4544
JA;SM;RTGS;14;7219.221;4411
JA;SM;RTGS;15;9712.701;5253
JA;SM;RTGS;16;6782.758;5083
JA;SM;RTGS;17;6483.878;4260
JA;SM;RTGS;18;7917.133;4933
JA;SM;RTGS;19;7242.459;4497
JA;SM;RTGS;20;8333.866;4897
JA;SM;RTGS;21;7407.307;5004
JA;SM;RTGS;22;9602.740;5134
JA;SM;RTGS;23;10245.602;5643
JA;SM;RTGS;24;11138.731;6235
JA;SM;RTGS;25;9140.787;4990
JA;SM;RTGS;26;5674.265;4304
JA;SM;RTGS;27;11159.876;5818
JA;SM;RTGS;28;12301.200;5542
JA;SM;RTGS;29;9358.751;3782
JA;SM;RTGS;30;6953.144;4650
JA;SM;RTGS;31;5700.549;4070
JA;SM;RTGS;32;6507.329;4337
JA;SM;RTGS;33;9183.282;4592
JA;SM;RTGS;34;14018.273;4523
JA;SM;RTGS;35;9855.750;4688
JA;SM;RTGS;36;16672.321;5307
BB;SM;DBTC;1;1633.178;69622971
BB;SM;DBTC;2;1581.131;68794346
BB;SM;DBTC;3;1622.525;67160661
BB;SM;DBTC;4;1380.308;58174905
BB;SM;DBTC;5;1729.219;65924299
BB;SM;DBTC;6;1289.135;56065332
BB;SM;DBTC;7;1661.404;68619502
BB;SM;DBTC;8;1643.464;68467493
BB;SM;DBTC;9;1589.961;67621357
BB;SM;DBTC;10;1723.603;73851289
BB;SM;DBTC;11;1485.338;90616548
BB;SM;DBTC;12;1711.111;97422961
BB;SM;DBTC;13;1424.732;90407234
BB;SM;DBTC;14;1364.225;82400050
BB;SM;DBTC;15;1581.504;92749966
BB;SM;DBTC;16;1664.333;91225665
BB;SM;DBTC;17;1807.558;95337471
BB;SM;DBTC;18;1674.673;90154189
BB;SM;DBTC;19;1698.339;90249651
BB;SM;DBTC;20;1166.183;92056927
BB;SM;DBTC;21;1447.178;92364655
BB;SM;DBTC;22;1533.611;92355185
BB;SM;DBTC;23;1978.003;71497433
BB;SM;DBTC;24;1720.253;79082370
BB;SM;DBTC;25;3261.932;107280108
BB;SM;DBTC;26;2925.247;96139335
BB;SM;DBTC;27;3479.079;111503952
BB;SM;DBTC;28;4014.241;114250612
BB;SM;DBTC;29;3185.357;101791827
BB;SM;DBTC;30;3282.839;103807435
BB;SM;DBTC;31;3725.952;114627192
BB;SM;DBTC;32;3482.286;111949790
BB;SM;DBTC;33;2931.412;95294838
BB;SM;DBTC;34;2896.730;97390371
BB;SM;DBTC;35;2994.583;95561643
BB;SM;DBTC;36;3378.997;103393079
BB;SM;CRDC;1;22.530;3522588
BB;SM;CRDC;2;20.904;3268006
BB;SM;CRDC;3;20.213;3299043
BB;SM;CRDC;4;15.431;2441801
BB;SM;CRDC;5;11.660;2276880
BB;SM;CRDC;6;13.181;2609792
BB;SM;CRDC;7;13.124;2681638
BB;SM;CRDC;8;13.327;2824583
BB;SM;CRDC;9;14.372;2527252
BB;SM;CRDC;10;10.200;2215734
BB;SM;CRDC;11;11.755;2485183
BB;SM;CRDC;12;12.326;2486390
BB;SM;CRDC;13;10.461;2275512
BB;SM;CRDC;14;12.783;2452352
BB;SM;CRDC;15;15.149;2962946
BB;SM;CRDC;16;11.666;2459532
BB;SM;CRDC;17;12.350;2461810
BB;SM;CRDC;18;17.212;2661825
BB;SM;CRDC;19;12.024;2071367
BB;SM;CRDC;20;12.008;2371146
BB;SM;CRDC;21;14.734;2561399
BB;SM;CRDC;22;15.413;2740723
BB;SM;CRDC;23;16.867;2919085
BB;SM;CRDC;24;18.594;3079197
BB;SM;CRDC;25;21.251;3002586
BB;SM;CRDC;26;16.510;2612503
BB;SM;CRDC;27;14.787;2882271
BB;SM;CRDC;28;21.615;2899034
BB;SM;CRDC;29;23.396;3106860
BB;SM;CRDC;30;25.250;3045811
BB;SM;CRDC;31;24.845;3074403
BB;SM;CRDC;32;23.928;3299574
BB;SM;CRDC;33;24.908;3073745
BB;SM;CRDC;34;21.036;3229826
BB;SM;CRDC;35;27.807;3255070
BB;SM;CRDC;36;22.094;3265066
BB;SM;SCLR;1;563.983;3523
BB;SM;SCLR;2;492.708;3268
BB;SM;SCLR;3;490.368;3299
BB;SM;SCLR;4;476.023;2442
BB;SM;SCLR;5;422.429;2277
BB;SM;SCLR;6;468.591;2610
BB;SM;SCLR;7;528.059;2682
BB;SM;SCLR;8;457.860;2825
BB;SM;SCLR;9;499.405;2527
BB;SM;SCLR;10;439.301;2216
BB;SM;SCLR;11;576.925;2485
BB;SM;SCLR;12;684.721;2486
BB;SM;SCLR;13;452.894;2276
BB;SM;SCLR;14;451.808;2452
BB;SM;SCLR;15;621.968;2963
BB;SM;SCLR;16;615.509;2460
BB;SM;SCLR;17;545.364;2462
BB;SM;SCLR;18;658.126;2662
BB;SM;SCLR;19;612.675;2071
BB;SM;SCLR;20;634.658;2371
BB;SM;SCLR;21;725.278;2561
BB;SM;SCLR;22;725.271;2741
BB;SM;SCLR;23;812.377;2919
BB;SM;SCLR;24;981.237;3079
BB;SM;SCLR;25;576.659;3003
BB;SM;SCLR;26;484.224;2613
BB;SM;SCLR;27;692.262;2882
BB;SM;SCLR;28;606.548;2899
BB;SM;SCLR;29;443.493;3107
BB;SM;SCLR;30;554.509;3046
BB;SM;SCLR;31;428.505;3074
BB;SM;SCLR;32;450.397;3300
BB;SM;SCLR;33;450.121;3074
BB;SM;SCLR;34;419.387;3230
BB;SM;SCLR;35;456.333;3255
BB;SM;SCLR;36;643.060;3265
BB;SM;RTGS;1;3480.382;26625
BB;SM;RTGS;2;2653.072;25654
BB;SM;RTGS;3;2726.103;30133
BB;SM;RTGS;4;2188.344;28858
BB;SM;RTGS;5;1354.102;25134
BB;SM;RTGS;6;2592.793;37627
BB;SM;RTGS;7;2584.156;40411
BB;SM;RTGS;8;1976.503;36969
BB;SM;RTGS;9;3792.662;41718
BB;SM;RTGS;10;2721.698;38732
BB;SM;RTGS;11;2042.658;44863
BB;SM;RTGS;12;2180.114;49167
BB;SM;RTGS;13;1867.981;40999
BB;SM;RTGS;14;2580.976;38963
BB;SM;RTGS;15;2449.936;45999
BB;SM;RTGS;16;2401.015;45346
BB;SM;RTGS;17;3429.075;38499
BB;SM;RTGS;18;2325.715;42286
BB;SM;RTGS;19;3313.460;38791
BB;SM;RTGS;20;3175.170;40991
BB;SM;RTGS;21;2874.415;44823
BB;SM;RTGS;22;2762.614;43676
BB;SM;RTGS;23;3537.748;47067
BB;SM;RTGS;24;3248.709;56132
BB;SM;RTGS;25;3204.815;42727
BB;SM;RTGS;26;1907.576;36156
BB;SM;RTGS;27;4171.851;47208
BB;SM;RTGS;28;2756.525;45894
BB;SM;RTGS;29;2681.594;33721
BB;SM;RTGS;30;2479.643;42363
BB;SM;RTGS;31;1705.046;39265
BB;SM;RTGS;32;2438.183;41330
BB;SM;RTGS;33;3514.837;41476
BB;SM;RTGS;34;2955.470;39131
BB;SM;RTGS;35;3133.492;40601
BB;SM;RTGS;36;4750.234;48104
KR;SM;DBTC;1;4828.120;45963205
KR;SM;DBTC;2;4759.168;42444287
KR;SM;DBTC;3;4593.401;46441345
KR;SM;DBTC;4;3738.807;42258094
KR;SM;DBTC;5;4482.990;46671140
KR;SM;DBTC;6;3909.769;37194522
KR;SM;DBTC;7;4768.540;48057318
KR;SM;DBTC;8;4776.503;48450335
KR;SM;DBTC;9;4773.246;47800431
KR;SM;DBTC;10;5485.449;50950576
KR;SM;DBTC;11;4174.976;47014504
KR;SM;DBTC;12;5292.553;50971170
KR;SM;DBTC;13;4752.076;46102786
KR;SM;DBTC;14;4501.306;41156323
KR;SM;DBTC;15;5198.514;48771701
KR;SM;DBTC;16;5365.177;47513357
KR;SM;DBTC;17;5692.432;48861128
KR;SM;DBTC;18;5350.570;47104722
KR;SM;DBTC;19;5104.947;49055215
KR;SM;DBTC;20;5012.065;48249612
KR;SM;DBTC;21;2838.483;47980593
KR;SM;DBTC;22;4820.365;46412256
KR;SM;DBTC;23;5023.898;50297569
KR;SM;DBTC;24;5432.397;54718787
KR;SM;DBTC;25;7447.828;62608373
KR;SM;DBTC;26;6216.479;57335788
KR;SM;DBTC;27;7461.074;64599046
KR;SM;DBTC;28;8474.909;66724249
KR;SM;DBTC;29;7082.117;57982805
KR;SM;DBTC;30;6777.867;59508959
KR;SM;DBTC;31;7715.627;69365630
KR;SM;DBTC;32;7276.730;68475849
KR;SM;DBTC;33;5558.164;62657486
KR;SM;DBTC;34;5703.179;62839046
KR;SM;DBTC;35;5857.185;61742842
KR;SM;DBTC;36;6641.074;66854204
KR;SM;CRDC;1;342.926;881069
KR;SM;CRDC;2;245.097;827141
KR;SM;CRDC;3;228.321;807510
KR;SM;CRDC;4;135.189;635249
KR;SM;CRDC;5;122.563;618651
KR;SM;CRDC;6;136.315;677594
KR;SM;CRDC;7;144.722;864372
KR;SM;CRDC;8;143.972;773023
KR;SM;CRDC;9;138.151;643630
KR;SM;CRDC;10;113.825;570172
KR;SM;CRDC;11;129.105;624086
KR;SM;CRDC;12;134.893;622183
KR;SM;CRDC;13;126.116;561522
KR;SM;CRDC;14;135.092;603290
KR;SM;CRDC;15;161.278;715294
KR;SM;CRDC;16;125.668;615411
KR;SM;CRDC;17;160.454;604709
KR;SM;CRDC;18;143.761;649350
KR;SM;CRDC;19;107.504;541339
KR;SM;CRDC;20;124.518;615493
KR;SM;CRDC;21;136.337;632687
KR;SM;CRDC;22;142.294;676893
KR;SM;CRDC;23;155.236;720831
KR;SM;CRDC;24;170.367;760206
KR;SM;CRDC;25;176.309;678544
KR;SM;CRDC;26;127.464;573247
KR;SM;CRDC;27;152.290;625642
KR;SM;CRDC;28;172.246;664158
KR;SM;CRDC;29;183.679;706045
KR;SM;CRDC;30;189.049;686558
KR;SM;CRDC;31;188.770;696198
KR;SM;CRDC;32;196.227;746567
KR;SM;CRDC;33;185.230;698432
KR;SM;CRDC;34;190.415;733087
KR;SM;CRDC;35;208.322;741861
KR;SM;CRDC;36;208.703;737360
KR;SM;SCLR;1;1328.010;881
KR;SM;SCLR;2;1233.093;827
KR;SM;SCLR;3;1300.511;808
KR;SM;SCLR;4;1225.333;635
KR;SM;SCLR;5;1099.743;619
KR;SM;SCLR;6;1192.603;678
KR;SM;SCLR;7;1218.813;864
KR;SM;SCLR;8;1146.283;773
KR;SM;SCLR;9;1233.905;644
KR;SM;SCLR;10;1104.227;570
KR;SM;SCLR;11;1316.360;624
KR;SM;SCLR;12;1501.555;622
KR;SM;SCLR;13;1095.727;562
KR;SM;SCLR;14;998.384;603
KR;SM;SCLR;15;1295.927;715
KR;SM;SCLR;16;1170.982;615
KR;SM;SCLR;17;1109.387;605
KR;SM;SCLR;18;1208.731;649
KR;SM;SCLR;19;1171.849;541
KR;SM;SCLR;20;1216.946;615
KR;SM;SCLR;21;1269.212;633
KR;SM;SCLR;22;1214.580;677
KR;SM;SCLR;23;1415.149;721
KR;SM;SCLR;24;1730.169;760
KR;SM;SCLR;25;1258.571;679
KR;SM;SCLR;26;903.690;573
KR;SM;SCLR;27;1451.281;626
KR;SM;SCLR;28;1379.349;664
KR;SM;SCLR;29;1083.319;706
KR;SM;SCLR;30;1299.469;687
KR;SM;SCLR;31;1177.715;696
KR;SM;SCLR;32;1335.759;747
KR;SM;SCLR;33;1297.534;698
KR;SM;SCLR;34;1268.257;733
KR;SM;SCLR;35;1373.475;742
KR;SM;SCLR;36;1701.849;737
KR;SM;RTGS;1;5104.832;15909
KR;SM;RTGS;2;5171.517;15001
KR;SM;RTGS;3;6468.059;16841
KR;SM;RTGS;4;5866.356;16890
KR;SM;RTGS;5;5257.268;14069
KR;SM;RTGS;6;8527.574;22904
KR;SM;RTGS;7;8656.659;25001
KR;SM;RTGS;8;7601.643;22407
KR;SM;RTGS;9;8799.928;26618
KR;SM;RTGS;10;8179.613;23908
KR;SM;RTGS;11;10340.535;27256
KR;SM;RTGS;12;11387.107;28313
KR;SM;RTGS;13;10669.196;22905
KR;SM;RTGS;14;7294.146;21830
KR;SM;RTGS;15;9509.951;26772
KR;SM;RTGS;16;9827.351;26782
KR;SM;RTGS;17;10565.190;21308
KR;SM;RTGS;18;12132.297;25209
KR;SM;RTGS;19;11400.863;23096
KR;SM;RTGS;20;11670.476;25456
KR;SM;RTGS;21;14143.981;27081
KR;SM;RTGS;22;13617.718;26280
KR;SM;RTGS;23;16201.817;27836
KR;SM;RTGS;24;17052.755;32648
KR;SM;RTGS;25;12711.216;24388
KR;SM;RTGS;26;8901.642;21074
KR;SM;RTGS;27;14416.060;27965
KR;SM;RTGS;28;13893.653;26568
KR;SM;RTGS;29;12490.188;18980
KR;SM;RTGS;30;14555.783;24084
KR;SM;RTGS;31;16316.487;21549
KR;SM;RTGS;32;16187.950;23134
KR;SM;RTGS;33;12864.786;22989
KR;SM;RTGS;34;13575.796;22377
KR;SM;RTGS;35;7647.117;23090
KR;SM;RTGS;36;17674.719;25756
LA;SM;DBTC;1;10211.651;54506101
LA;SM;DBTC;2;10080.421;49241025
LA;SM;DBTC;3;10401.823;50127624
LA;SM;DBTC;4;9516.014;46077976
LA;SM;DBTC;5;10990.784;50489264
LA;SM;DBTC;6;7793.281;40975744
LA;SM;DBTC;7;11291.877;51506739
LA;SM;DBTC;8;11396.882;51999027
LA;SM;DBTC;9;11150.180;51374217
LA;SM;DBTC;10;12184.479;55401102
LA;SM;DBTC;11;10948.661;49265808
LA;SM;DBTC;12;11961.976;52670629
LA;SM;DBTC;13;10819.413;47766610
LA;SM;DBTC;14;9765.092;43149420
LA;SM;DBTC;15;11938.560;53273546
LA;SM;DBTC;16;11921.477;56736288
LA;SM;DBTC;17;12048.071;50314810
LA;SM;DBTC;18;11774.703;52883540
LA;SM;DBTC;19;12000.363;48379579
LA;SM;DBTC;20;10818.514;46859231
LA;SM;DBTC;21;12018.070;46186662
LA;SM;DBTC;22;11859.286;45085282
LA;SM;DBTC;23;12429.365;50879211
LA;SM;DBTC;24;12655.623;55823873
LA;SM;DBTC;25;14502.901;75802959
LA;SM;DBTC;26;14611.867;67910140
LA;SM;DBTC;27;16527.173;77682843
LA;SM;DBTC;28;17561.989;80251827
LA;SM;DBTC;29;13966.565;70339927
LA;SM;DBTC;30;14576.213;73431807
LA;SM;DBTC;31;16308.444;82626832
LA;SM;DBTC;32;15799.672;81255245
LA;SM;DBTC;33;14501.972;72371039
LA;SM;DBTC;34;14643.036;73025512
LA;SM;DBTC;35;13973.093;71363410
LA;SM;DBTC;36;14977.325;77164057
