time_date;province_isocode;region_isocode;payment_system_name;Category;Unit;value
2021-12-01;JA;SM;Credit Cards;Transactions Volume;000 Unit of Transactions;47.087
2022-01-01;JA;SM;Credit Cards;Transactions Volume;000 Unit of Transactions;46.985
2022-02-01;JA;SM;Credit Cards;Transactions Volume;000 Unit of Transactions;38.606
2022-03-01;JA;SM;Credit Cards;Transactions Volume;000 Unit of Transactions;38.840
2022-04-01;JA;SM;Credit Cards;Transactions Volume;000 Unit of Transactions;43.101
2022-05-01;JA;SM;Credit Cards;Transactions Volume;000 Unit of Transactions;45.734
2022-06-01;JA;SM;Credit Cards;Transactions Volume;000 Unit of Transactions;45.265
2022-07-01;JA;SM;Credit Cards;Transactions Volume;000 Unit of Transactions;47.444
2022-08-01;JA;SM;Credit Cards;Transactions Volume;000 Unit of Transactions;47.951
2022-09-01;JA;SM;Credit Cards;Transactions Volume;000 Unit of Transactions;45.839
2022-10-01;JA;SM;Credit Cards;Transactions Volume;000 Unit of Transactions;47.485
2022-11-01;JA;SM;Credit Cards;Transactions Volume;000 Unit of Transactions;49.424
2022-12-01;JA;SM;Credit Cards;Transactions Volume;000 Unit of Transactions;47.192
2020-01-01;JA;SM;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;0.056
2020-02-01;JA;SM;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;0.047
2020-03-01;JA;SM;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;0.048
2020-04-01;JA;SM;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;0.037
2020-05-01;JA;SM;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;0.035
2020-06-01;JA;SM;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;0.039
2020-07-01;JA;SM;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;0.040
2020-08-01;JA;SM;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;0.040
2020-09-01;JA;SM;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;0.037
2020-10-01;JA;SM;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;0.037
2020-11-01;JA;SM;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;0.041
2020-12-01;JA;SM;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;0.041
2021-01-01;JA;SM;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;0.037
2021-02-01;JA;SM;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;0.087
2021-03-01;JA;SM;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;0.079
2021-04-01;JA;SM;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;0.135
2021-05-01;JA;SM;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;0.038
2021-06-01;JA;SM;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;0.038
2021-07-01;JA;SM;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;0.038
2021-08-01;JA;SM;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;0.037
2021-09-01;JA;SM;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;0.039
2021-10-01;JA;SM;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;0.042
2021-11-01;JA;SM;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;0.045
2021-12-01;JA;SM;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;0.047
2022-01-01;JA;SM;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;0.047
2022-02-01;JA;SM;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;0.039
2022-03-01;JA;SM;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;0.039
2022-04-01;JA;SM;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;0.043
2022-05-01;JA;SM;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;0.046
2022-06-01;JA;SM;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;0.045
2022-07-01;JA;SM;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;0.047
2022-08-01;JA;SM;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;0.048
2022-09-01;JA;SM;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;0.046
2022-10-01;JA;SM;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;0.047
2022-11-01;JA;SM;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;0.049
2022-12-01;JA;SM;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;0.047
2020-01-01;JA;SM;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;3.377
2020-02-01;JA;SM;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;2.571
2020-03-01;JA;SM;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;3.171
2020-04-01;JA;SM;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;4.199
2020-05-01;JA;SM;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;3.338
2020-06-01;JA;SM;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;4.050
2020-07-01;JA;SM;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;4.325
2020-08-01;JA;SM;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;4.085
2020-09-01;JA;SM;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;4.845
2020-10-01;JA;SM;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;4.538
2020-11-01;JA;SM;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;5.153
2020-12-01;JA;SM;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;5.831
2021-01-01;JA;SM;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;4.544
2021-02-01;JA;SM;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;4.411
2021-03-01;JA;SM;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;5.253
2021-04-01;JA;SM;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;5.083
2021-05-01;JA;SM;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;4.260
2021-06-01;JA;SM;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;4.933
2021-07-01;JA;SM;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;4.497
2021-08-01;JA;SM;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;4.897
2021-09-01;JA;SM;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;5.004
2021-10-01;JA;SM;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;5.134
2021-11-01;JA;SM;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;5.643
2021-12-01;JA;SM;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;6.235
2022-01-01;JA;SM;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;4.990
2022-02-01;JA;SM;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;4.304
2022-03-01;JA;SM;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;5.818
2022-04-01;JA;SM;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;5.542
2022-05-01;JA;SM;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;3.782
2022-06-01;JA;SM;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;4.650
2022-07-01;JA;SM;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;4.070
2022-08-01;JA;SM;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;4.337
2022-09-01;JA;SM;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;4.592
2022-10-01;JA;SM;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;4.523
2022-11-01;JA;SM;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;4.688
2022-12-01;JA;SM;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;5.307
2020-01-01;JB;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;69622.971
2020-02-01;JB;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;68794.346
2020-03-01;JB;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;67160.661
2020-04-01;JB;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;58174.905
2020-05-01;JB;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;65924.299
2020-06-01;JB;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;56065.332
2020-07-01;JB;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;68619.502
2020-08-01;JB;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;68467.493
2020-09-01;JB;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;67621.357
2020-10-01;JB;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;73851.289
2020-11-01;JB;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;90616.548
2020-12-01;JB;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;97422.961
2021-01-01;JB;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;90407.234
2021-02-01;JB;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;82400.050
2021-03-01;JB;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;92749.966
2021-04-01;JB;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;91225.665
2021-05-01;JB;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;95337.471
2021-06-01;JB;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;90154.189
2021-07-01;JB;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;90249.651
2021-08-01;JB;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;92056.927
2021-09-01;JB;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;92364.655
2021-10-01;JB;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;92355.185
2021-11-01;JB;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;71497.433
2021-12-01;JB;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;79082.370
2022-01-01;JB;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;107280.108
2022-02-01;JB;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;96139.335
2022-03-01;JB;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;111503.952
2022-04-01;JB;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;114250.612
2022-05-01;JB;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;101791.827
2022-06-01;JB;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;103807.435
2022-07-01;JB;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;114627.192
2022-08-01;JB;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;111949.790
2022-09-01;JB;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;95294.838
2022-10-01;JB;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;97390.371
2022-11-01;JB;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;95561.643
2022-12-01;JB;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;103393.079
2020-01-01;JB;JW;Credit Cards;Transactions Volume;000 Unit of Transactions;3522.588
2020-02-01;JB;JW;Credit Cards;Transactions Volume;000 Unit of Transactions;3268.006
2020-03-01;JB;JW;Credit Cards;Transactions Volume;000 Unit of Transactions;3299.043
2020-04-01;JB;JW;Credit Cards;Transactions Volume;000 Unit of Transactions;2441.801
2020-05-01;JB;JW;Credit Cards;Transactions Volume;000 Unit of Transactions;2276.880
2020-06-01;JB;JW;Credit Cards;Transactions Volume;000 Unit of Transactions;2609.792
2020-07-01;JB;JW;Credit Cards;Transactions Volume;000 Unit of Transactions;2681.638
2020-08-01;JB;JW;Credit Cards;Transactions Volume;000 Unit of Transactions;2824.583
2020-09-01;JB;JW;Credit Cards;Transactions Volume;000 Unit of Transactions;2527.252
2020-10-01;JB;JW;Credit Cards;Transactions Volume;000 Unit of Transactions;2215.734
2020-11-01;JB;JW;Credit Cards;Transactions Volume;000 Unit of Transactions;2485.183
2020-12-01;JB;JW;Credit Cards;Transactions Volume;000 Unit of Transactions;2486.390
2021-01-01;JB;JW;Credit Cards;Transactions Volume;000 Unit of Transactions;2275.512
2021-02-01;JB;JW;Credit Cards;Transactions Volume;000 Unit of Transactions;2452.352
2021-03-01;JB;JW;Credit Cards;Transactions Volume;000 Unit of Transactions;2962.946
2021-04-01;JB;JW;Credit Cards;Transactions Volume;000 Unit of Transactions;2459.532
2021-05-01;JB;JW;Credit Cards;Transactions Volume;000 Unit of Transactions;2461.810
2021-06-01;JB;JW;Credit Cards;Transactions Volume;000 Unit of Transactions;2661.825
2021-07-01;JB;JW;Credit Cards;Transactions Volume;000 Unit of Transactions;2071.367
2021-08-01;JB;JW;Credit Cards;Transactions Volume;000 Unit of Transactions;2371.146
2021-09-01;JB;JW;Credit Cards;Transactions Volume;000 Unit of Transactions;2561.399
2021-10-01;JB;JW;Credit Cards;Transactions Volume;000 Unit of Transactions;2740.723
2021-11-01;JB;JW;Credit Cards;Transactions Volume;000 Unit of Transactions;2919.085
2021-12-01;JB;JW;Credit Cards;Transactions Volume;000 Unit of Transactions;3079.197
2022-01-01;JB;JW;Credit Cards;Transactions Volume;000 Unit of Transactions;3002.586
2022-02-01;JB;JW;Credit Cards;Transactions Volume;000 Unit of Transactions;2612.503
2022-03-01;JB;JW;Credit Cards;Transactions Volume;000 Unit of Transactions;2882.271
2022-04-01;JB;JW;Credit Cards;Transactions Volume;000 Unit of Transactions;2899.034
2022-05-01;JB;JW;Credit Cards;Transactions Volume;000 Unit of Transactions;3106.860
2022-06-01;JB;JW;Credit Cards;Transactions Volume;000 Unit of Transactions;3045.811
2022-07-01;JB;JW;Credit Cards;Transactions Volume;000 Unit of Transactions;3074.403
2022-08-01;JB;JW;Credit Cards;Transactions Volume;000 Unit of Transactions;3299.574
2022-09-01;JB;JW;Credit Cards;Transactions Volume;000 Unit of Transactions;3073.745
2022-10-01;JB;JW;Credit Cards;Transactions Volume;000 Unit of Transactions;3229.826
2022-11-01;JB;JW;Credit Cards;Transactions Volume;000 Unit of Transactions;3255.070
2022-12-01;JB;JW;Credit Cards;Transactions Volume;000 Unit of Transactions;3265.066
2020-01-01;JB;JW;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;3.523
2020-02-01;JB;JW;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;3.268
2020-03-01;JB;JW;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;3.299
2020-04-01;JB;JW;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;2.442
2020-05-01;JB;JW;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;2.277
2020-06-01;JB;JW;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;2.610
2020-07-01;JB;JW;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;2.682
2020-08-01;JB;JW;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;2.825
2020-09-01;JB;JW;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;2.527
2020-10-01;JB;JW;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;2.216
2020-11-01;JB;JW;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;2.485
2020-12-01;JB;JW;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;2.486
2021-01-01;JB;JW;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;2.276
2021-02-01;JB;JW;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;2.452
2021-03-01;JB;JW;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;2.963
2021-04-01;JB;JW;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;2.460
2021-05-01;JB;JW;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;2.462
2021-06-01;JB;JW;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;2.662
2021-07-01;JB;JW;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;2.071
2021-08-01;JB;JW;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;2.371
2021-09-01;JB;JW;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;2.561
2021-10-01;JB;JW;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;2.741
2021-11-01;JB;JW;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;2.919
2021-12-01;JB;JW;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;3.079
2022-01-01;JB;JW;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;3.003
2022-02-01;JB;JW;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;2.613
2022-03-01;JB;JW;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;2.882
2022-04-01;JB;JW;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;2.899
2022-05-01;JB;JW;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;3.107
2022-06-01;JB;JW;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;3.046
2022-07-01;JB;JW;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;3.074
2022-08-01;JB;JW;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;3.300
2022-09-01;JB;JW;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;3.074
2022-10-01;JB;JW;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;3.230
2022-11-01;JB;JW;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;3.255
2022-12-01;JB;JW;Bank Indonesia National Clearing System;Transactions Volume;000 Unit of Transactions;3.265
2020-01-01;JB;JW;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;26.625
2020-02-01;JB;JW;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;25.654
2020-03-01;JB;JW;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;30.133
2020-04-01;JB;JW;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;28.858
2020-05-01;JB;JW;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;25.134
2020-06-01;JB;JW;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;37.627
2020-07-01;JB;JW;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;40.411
2020-08-01;JB;JW;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;36.969
2020-09-01;JB;JW;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;41.718
2020-10-01;JB;JW;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;38.732
2020-11-01;JB;JW;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;44.863
2020-12-01;JB;JW;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;49.167
2021-01-01;JB;JW;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;40.999
2021-02-01;JB;JW;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;38.963
2021-03-01;JB;JW;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;45.999
2021-04-01;JB;JW;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;45.346
2021-05-01;JB;JW;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;38.499
2021-06-01;JB;JW;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;42.286
2021-07-01;JB;JW;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;38.791
2021-08-01;JB;JW;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;40.991
2021-09-01;JB;JW;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;44.823
2021-10-01;JB;JW;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;43.676
2021-11-01;JB;JW;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;47.067
2021-12-01;JB;JW;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;56.132
2022-01-01;JB;JW;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;42.727
2022-02-01;JB;JW;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;36.156
2022-03-01;JB;JW;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;47.208
2022-04-01;JB;JW;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;45.894
2022-05-01;JB;JW;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;33.721
2022-06-01;JB;JW;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;42.363
2022-07-01;JB;JW;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;39.265
2022-08-01;JB;JW;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;41.330
2022-09-01;JB;JW;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;41.476
2022-10-01;JB;JW;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;39.131
2022-11-01;JB;JW;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;40.601
2022-12-01;JB;JW;Bank Indonesia Real-Time Gross Settlement System;Transactions Volume;000 Unit of Transactions;48.104
2020-01-01;JT;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;45963.205
2020-02-01;JT;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;42444.287
2020-03-01;JT;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;46441.345
2020-04-01;JT;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;42258.094
2020-05-01;JT;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;46671.140
2020-06-01;JT;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;37194.522
2020-07-01;JT;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;48057.318
2020-08-01;JT;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;48450.335
2020-09-01;JT;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;47800.431
2020-10-01;JT;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;50950.576
2020-11-01;JT;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;47014.504
2020-12-01;JT;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;50971.170
2021-01-01;JT;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;46102.786
2021-02-01;JT;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;41156.323
2021-03-01;JT;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;48771.701
2021-04-01;JT;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;47513.357
2021-05-01;JT;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;48861.128
2021-06-01;JT;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;47104.722
2021-07-01;JT;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;49055.215
2021-08-01;JT;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;48249.612
2021-09-01;JT;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;47980.593
2021-10-01;JT;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;46412.256
2021-11-01;JT;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;50297.569
2021-12-01;JT;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;54718.787
2022-01-01;JT;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;62608.373
2022-02-01;JT;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;57335.788
2022-03-01;JT;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;64599.046
2022-04-01;JT;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;66724.249
2022-05-01;JT;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;57982.805
2022-06-01;JT;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;59508.959
2022-07-01;JT;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;69365.630
2022-08-01;JT;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;68475.849
2022-09-01;JT;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;62657.486
2022-10-01;JT;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;62839.046
2022-11-01;JT;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;61742.842
2022-12-01;JT;JW;Debit Cards;Transactions Volume;000 Unit of Transactions;66854.204
2020-01-01;JT;JW;Credit Cards;Transactions Volume;000 Unit of Transactions;881.069
2020-02-01;JT;JW;Credit Cards;Transactions Volume;000 Unit of Transactions;827.141
2020-03-01;JT;JW;Credit Cards;Transactions Volume;000 Unit of Transactions;807.510
2020-04-01;JT;JW;Credit Cards;Transactions Volume;000 Unit of Transactions;635.249
2020-05-01;JT;JW;Credit Cards;Transactions Volume;000 Unit of Transactions;618.651
2020-06-01;JT;JW;Credit Cards;Transactions Volume;000 Unit of Transactions;677.594
2020-07-01;JT;JW;Credit Cards;Transactions Volume;000 Unit of Transactions;864.372
2020-08-01;JT;JW;Credit Cards;Transactions Volume;000 Unit of Transactions;773.023
2020-09-01;JT;JW;Credit Cards;Transactions Volume;000 Unit of Transactions;643.630
2020-10-01;JT;JW;Credit Cards;Transactions Volume;000 Unit of Transactions;570.172
2020-11-01;JT;JW;Credit Cards;Transactions Volume;000 Unit of Transactions;624.086
2020-12-01;JT;JW;Credit Cards;Transactions Volume;000 Unit of Transactions;622.183
2021-01-01;JT;JW;Credit Cards;Transactions Volume;000 Unit of Transactions;561.522
2021-02-01;JT;JW;Credit Cards;Transactions Volume;000 Unit of Transactions;603.290
2021-03-01;JT;JW;Credit Cards;Transactions Volume;000 Unit of Transactions;715.294
2021-04-01;JT;JW;Credit Cards;Transactions Volume;000 Unit of Transactions;615.411
2021-05-01;JT;JW;Credit Cards;Transactions Volume;000 Unit of Transactions;604.709
2021-06-01;JT;JW;Credit Cards;Transactions Volume;000 Unit of Transactions;649.350
